objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll001,seal.jpg,,,Middle Assyrian Seal,,-1500,An Middle Assyrian offical seal,Seal,Ashur,35.45955315,43.26113401,,,Image;StillImage,image/jpeg,eng,,
